Molecule ChEMBL ID,Molecule Name,Molecule Max Phase,Molecular Weight,#RO5 Violations,AlogP,Compound Key,Smiles,Standard Type,Standard Relation,Standard_Value,Standard Units,Bioactivity,pChEMBL Value,Data Validity Comment,Comment,Uo Units,Ligand Efficiency BEI,Ligand Efficiency LE,Ligand Efficiency LLE,Ligand Efficiency SEI,Potential Duplicate,Assay ChEMBL ID,Assay Description,Assay Type,BAO Format ID,BAO Label,Assay Organism,Assay Tissue ChEMBL ID,Assay Tissue Name,Assay Cell Type,Assay Subcellular Fraction,Assay Parameters,Assay Variant Accession,Assay Variant Mutation,Target ChEMBL ID,Target Name,Target Organism,Target Type,Document ChEMBL ID,Source ID,Source Description,Document Journal,Document Year,Cell ChEMBL ID,Properties,MW,LogP,NumHDonors,NumHAcceptors
CHEMBL4216101,,0,628.72,1,1.52,10e,CCC1(OC(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C[C@@H]2CCNC2=O)C(O)S(=O)(=O)[O-])CCN(C(=O)OC(C)(C)C)CC1.[Na+],IC50,'=',4100,nM,Active,5.39,,,UO_0000065,8.88,0.18,3.87,2.68,FALSE,CHEMBL4198706,Inhibition of SARS coronavirus 3CL protease using Dabcyl-KTSAVLQ/SGFRKME-Edans as substrate incubated for 30 mins followed by substrate addition measured after 1 hr by FRET assay,B,BAO_0000357,single protein format,SARS coronavirus,None,None,None,None,,,,CHEMBL5118,Replicase polyprotein 1ab,SARS coronavirus,SINGLE PROTEIN,CHEMBL4196085,1,Scientific Literature,Eur J Med Chem,2018,None,,628.721,-1.8144,4,10
CHEMBL4217568,,0,468.55,0,0.96,9f,CCOC(=O)N1CCC(OC(=O)N[C@@H](CC(C)C)C(=O)N[C@H](C=O)C[C@@H]2CCNC2=O)CC1,IC50,'=',3200,nM,Active,5.5,,,UO_0000065,11.73,0.23,4.53,3.84,FALSE,CHEMBL4198706,Inhibition of SARS coronavirus 3CL protease using Dabcyl-KTSAVLQ/SGFRKME-Edans as substrate incubated for 30 mins followed by substrate addition measured after 1 hr by FRET assay,B,BAO_0000357,single protein format,SARS coronavirus,None,None,None,None,,,,CHEMBL5118,Replicase polyprotein 1ab,SARS coronavirus,SINGLE PROTEIN,CHEMBL4196085,1,Scientific Literature,Eur J Med Chem,2018,None,,468.551,0.9581,3,7
CHEMBL426082,,0,293.35,0,3.63,4h,O=C1C(=O)N(Cc2cc3ccccc3s2)c2ccccc21,IC50,'=',13110,nM,Inactive,4.88,,,UO_0000065,16.64,0.32,1.25,13.06,FALSE,CHEMBL829584,In vitro inhibitory concentration against SARS coronavirus main protease (SARS CoV 3C-like protease),B,BAO_0000357,single protein format,SARS coronavirus,None,None,None,None,,,,CHEMBL3927,SARS coronavirus 3C-like proteinase,SARS coronavirus,SINGLE PROTEIN,CHEMBL1139624,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2005,None,,293.347,3.6308,0,3
CHEMBL426898,,0,273.68,0,3.7,36,O=C(Oc1cncc(Cl)c1)c1cc2ccccc2o1,IC50,'=',170,nM,Active,6.77,,,UO_0000065,24.74,0.49,3.07,12.94,FALSE,CHEMBL918059,Inhibition of SARS coronavirus 3C-like protease,B,BAO_0000357,single protein format,SARS coronavirus,None,None,None,None,,,,CHEMBL3927,SARS coronavirus 3C-like proteinase,SARS coronavirus,SINGLE PROTEIN,CHEMBL1144475,1,Scientific Literature,J. Med. Chem.,2007,None,,273.675,3.7004,0,4
CHEMBL427404,,0,401.33,0,3.62,16,Cc1noc(NC(=O)c2ccc(-c3cc(C(F)(F)F)nn3C)s2)c1[N+](=O)[O-],IC50,'=',5000,nM,Intermediate,5.3,,,UO_0000065,13.21,0.27,1.68,4.57,FALSE,CHEMBL854506,Inhibition of SARS coronavirus main protease,B,BAO_0000357,single protein format,SARS coronavirus,None,None,None,None,,,,CHEMBL3927,SARS coronavirus 3C-like proteinase,SARS coronavirus,SINGLE PROTEIN,CHEMBL1145342,1,Scientific Literature,J. Med. Chem.,2006,None,,401.326,3.62432,1,8
CHEMBL4303154,,0,540.52,3,-0.63,Oleuropein,C/C=C1\C(OC2OC(CO)C(O)C(O)C2O)OC=C(C(=O)OC)C1CC(=O)OCCc1ccc(O)c(O)c1,IC50,'=',3380,nM,Active,5.47,,Dtt Insensitive,UO_0000065,,,,,FALSE,CHEMBL4495583,SARS-CoV-2 3CL-Pro protease inhibition IC50 determined by FRET kind of response from peptide substrate,F,BAO_0000019,assay format,Severe acute respiratory syndrome coronavirus 2,None,None,None,None,,,,CHEMBL4523582,Replicase polyprotein 1ab,Severe acute respiratory syndrome coronavirus 2,SINGLE PROTEIN,CHEMBL4495564,52,SARS-CoV-2 Screening Data 2020-21,,2020,None,,540.518,-0.6342,6,13
CHEMBL4303312,,0,487.8,0,2.91,riodoxol,Oc1c(I)cc(I)c(O)c1I,IC50,'=',330,nM,Active,6.48,,Dtt Insensitive,UO_0000065,,,,,FALSE,CHEMBL4495583,SARS-CoV-2 3CL-Pro protease inhibition IC50 determined by FRET kind of response from peptide substrate,F,BAO_0000019,assay format,Severe acute respiratory syndrome coronavirus 2,None,None,None,None,,,,CHEMBL4523582,Replicase polyprotein 1ab,Severe acute respiratory syndrome coronavirus 2,SINGLE PROTEIN,CHEMBL4495564,52,SARS-CoV-2 Screening Data 2020-21,,2020,None,,487.8,2.9116,2,2
CHEMBL4303331,,0,464.38,2,0.19,Myricitrin (Myricitrine),C[C@@H]1O[C@@H](Oc2c(-c3cc(O)c(O)c(O)c3)oc3cc(O)cc(O)c3c2=O)[C@@H](O)[C@H](O)[C@H]1O,IC50,'=',3660,nM,Active,5.44,,Dtt Insensitive,UO_0000065,,,,,FALSE,CHEMBL4495583,SARS-CoV-2 3CL-Pro protease inhibition IC50 determined by FRET kind of response from peptide substrate,F,BAO_0000019,assay format,Severe acute respiratory syndrome coronavirus 2,None,None,None,None,,,,CHEMBL4523582,Replicase polyprotein 1ab,Severe acute respiratory syndrome coronavirus 2,SINGLE PROTEIN,CHEMBL4495564,52,SARS-CoV-2 Screening Data 2020-21,,2020,None,,464.379,0.1943,8,12
CHEMBL4303361,,0,412.26,1,3.11,NT157,Oc1cc(CNC(=S)/C=C/c2cc(O)c(O)c(Br)c2)cc(O)c1O,IC50,'=',480,nM,Active,6.32,,Dtt Insensitive,UO_0000065,,,,,FALSE,CHEMBL4495583,SARS-CoV-2 3CL-Pro protease inhibition IC50 determined by FRET kind of response from peptide substrate,F,BAO_0000019,assay format,Severe acute respiratory syndrome coronavirus 2,None,None,None,None,,,,CHEMBL4523582,Replicase polyprotein 1ab,Severe acute respiratory syndrome coronavirus 2,SINGLE PROTEIN,CHEMBL4495564,52,SARS-CoV-2 Screening Data 2020-21,,2020,None,,412.261,3.1075,6,6
CHEMBL4303376,,0,401.47,0,3.8,SB-268262,Cc1ccccc1N(C)C(=O)c1ccc([S+]([O-])c2nccs2)c([N+](=O)[O-])c1,IC50,'=',1870,nM,Active,5.73,,Dtt Insensitive,UO_0000065,,,,,FALSE,CHEMBL4495583,SARS-CoV-2 3CL-Pro protease inhibition IC50 determined by FRET kind of response from peptide substrate,F,BAO_0000019,assay format,Severe acute respiratory syndrome coronavirus 2,None,None,None,None,,,,CHEMBL4523582,Replicase polyprotein 1ab,Severe acute respiratory syndrome coronavirus 2,SINGLE PROTEIN,CHEMBL4495564,52,SARS-CoV-2 Screening Data 2020-21,,2020,None,,401.469,3.80302,0,6
CHEMBL4303503,,0,348.44,0,1.4,Oridonin (Isodonol),C=C1C(=O)[C@]23[C@H](O)[C@H]1CC[C@@H]2[C@@]12CO[C@]3(O)C[C@@H]1C(C)(C)CC[C@@H]2O,IC50,'=',2570,nM,Active,5.59,,Dtt Insensitive,UO_0000065,,,,,FALSE,CHEMBL4495583,SARS-CoV-2 3CL-Pro protease inhibition IC50 determined by FRET kind of response from peptide substrate,F,BAO_0000019,assay format,Severe acute respiratory syndrome coronavirus 2,None,None,None,None,,,,CHEMBL4523582,Replicase polyprotein 1ab,Severe acute respiratory syndrome coronavirus 2,SINGLE PROTEIN,CHEMBL4495564,52,SARS-CoV-2 Screening Data 2020-21,,2020,None,,348.439,1.4048,3,5
CHEMBL4303595,,0,237.05,0,2.23,Bonaphthone,O=C1C=Cc2cc(Br)ccc2C1=O,IC50,'=',40,nM,Highly Active,7.4,,Dtt Insensitive,UO_0000065,,,,,FALSE,CHEMBL4495583,SARS-CoV-2 3CL-Pro protease inhibition IC50 determined by FRET kind of response from peptide substrate,F,BAO_0000019,assay format,Severe acute respiratory syndrome coronavirus 2,None,None,None,None,,,,CHEMBL4523582,Replicase polyprotein 1ab,Severe acute respiratory syndrome coronavirus 2,SINGLE PROTEIN,CHEMBL4495564,52,SARS-CoV-2 Screening Data 2020-21,,2020,None,,237.052,2.2277,0,2
CHEMBL4303618,,0,283.33,0,3.7,heclin,CCc1ccc(/C=C/C(=O)Nc2ccc(C(C)=O)cc2)o1,IC50,'=',4950,nM,Active,5.3,,Dtt Insensitive,UO_0000065,,,,,FALSE,CHEMBL4495583,SARS-CoV-2 3CL-Pro protease inhibition IC50 determined by FRET kind of response from peptide substrate,F,BAO_0000019,assay format,Severe acute respiratory syndrome coronavirus 2,None,None,None,None,,,,CHEMBL4523582,Replicase polyprotein 1ab,Severe acute respiratory syndrome coronavirus 2,SINGLE PROTEIN,CHEMBL4495564,52,SARS-CoV-2 Screening Data 2020-21,,2020,None,,283.327,3.6965,1,3
CHEMBL4303622,,0,223.29,0,1.39,PR-619,N#CSc1cc(SC#N)c(N)nc1N,IC50,'=',410,nM,Active,6.39,,Dtt Insensitive,UO_0000065,,,,,FALSE,CHEMBL4495583,SARS-CoV-2 3CL-Pro protease inhibition IC50 determined by FRET kind of response from peptide substrate,F,BAO_0000019,assay format,Severe acute respiratory syndrome coronavirus 2,None,None,None,None,,,,CHEMBL4523582,Replicase polyprotein 1ab,Severe acute respiratory syndrome coronavirus 2,SINGLE PROTEIN,CHEMBL4495564,52,SARS-CoV-2 Screening Data 2020-21,,2020,None,,223.286,1.39236,2,7
CHEMBL432519,TINGENONE,0,420.59,1,6.42,3,CC1=C(O)C(=O)C=C2C1=CC=C1[C@@]3(C)CC[C@@]4(C)CC(=O)[C@H](C)C[C@H]4[C@]3(C)CC[C@@]21C,IC50,'=',9900,nM,Intermediate,5,,,UO_0000065,11.9,0.22,-1.42,9.2,FALSE,CHEMBL1113303,Inhibition of 3C-like protease of SARS coronavirus assessed as concentration of FRET peptide for 60 mins,B,BAO_0000019,assay format,SARS coronavirus,None,None,None,None,,,,CHEMBL5118,Replicase polyprotein 1ab,SARS coronavirus,SINGLE PROTEIN,CHEMBL1155394,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2010,None,,420.593,6.4219,1,3
CHEMBL444186,RAZOXANE,4,268.27,0,-2.71,Razoxane,CC(CN1CC(=O)NC(=O)C1)N1CC(=O)NC(=O)C1,IC50,'=',3190,nM,Active,5.5,,Dtt Insensitive,UO_0000065,,,,,FALSE,CHEMBL4495583,SARS-CoV-2 3CL-Pro protease inhibition IC50 determined by FRET kind of response from peptide substrate,F,BAO_0000019,assay format,Severe acute respiratory syndrome coronavirus 2,None,None,None,None,,,,CHEMBL4523582,Replicase polyprotein 1ab,Severe acute respiratory syndrome coronavirus 2,SINGLE PROTEIN,CHEMBL4495564,52,SARS-CoV-2 Screening Data 2020-21,,2020,None,,268.273,-2.7083,2,6
CHEMBL444478,ACETOSIDE,2,624.59,3,-1.02,Verbascoside,C[C@@H]1O[C@@H](O[C@@H]2[C@@H](O)[C@H](OCCc3ccc(O)c(O)c3)O[C@H](CO)[C@H]2OC(=O)/C=C/c2ccc(O)c(O)c2)[C@H](O)[C@H](O)[C@H]1O,IC50,'=',4540,nM,Active,5.34,,Dtt Insensitive,UO_0000065,,,,,FALSE,CHEMBL4495583,SARS-CoV-2 3CL-Pro protease inhibition IC50 determined by FRET kind of response from peptide substrate,F,BAO_0000019,assay format,Severe acute respiratory syndrome coronavirus 2,None,None,None,None,,,,CHEMBL4523582,Replicase polyprotein 1ab,Severe acute respiratory syndrome coronavirus 2,SINGLE PROTEIN,CHEMBL4495564,52,SARS-CoV-2 Screening Data 2020-21,,2020,None,,624.592,-1.0159,9,15
CHEMBL449298,,0,160.18,0,1.52,PD119507,Nc1ccc(O)c2ncccc12,IC50,'=',2050,nM,Active,5.69,,Dtt Insensitive,UO_0000065,,,,,FALSE,CHEMBL4495583,SARS-CoV-2 3CL-Pro protease inhibition IC50 determined by FRET kind of response from peptide substrate,F,BAO_0000019,assay format,Severe acute respiratory syndrome coronavirus 2,None,None,None,None,,,,CHEMBL4523582,Replicase polyprotein 1ab,Severe acute respiratory syndrome coronavirus 2,SINGLE PROTEIN,CHEMBL4495564,52,SARS-CoV-2 Screening Data 2020-21,,2020,None,,160.176,1.5226,2,3
CHEMBL456228,,0,496.38,2,4.81,6,Oc1cc(O)cc(Oc2c(O)cc(O)c3c2Oc2c(O)cc(Oc4c(O)cc(O)cc4O)cc2O3)c1,IC50,'=',42100,nM,Inactive,4.38,,,UO_0000065,8.82,0.17,-0.43,2.2,FALSE,CHEMBL2395056,Inhibition of C-terminal His6-tagged recombinant SARS coronavirus 3C-like protease trans-cleavage activity expressed in Escherichia coli BL21 (DE3) using Dabcyl-KTSAVLQSGFRKME as substrate after 60 mins by FRET assay,B,BAO_0000019,assay format,SARS coronavirus,None,None,None,None,,,,CHEMBL5118,Replicase polyprotein 1ab,SARS coronavirus,SINGLE PROTEIN,CHEMBL2390950,1,Scientific Literature,Bioorg. Med. Chem.,2013,None,,496.38,4.814,8,12
CHEMBL45830,MILTIRONE,0,282.38,0,4.11,7,CC(C)C1=Cc2ccc3c(c2C(=O)C1=O)CCCC3(C)C,IC50,'=',21100,nM,Inactive,4.68,,,UO_0000065,16.56,0.3,0.57,13.7,FALSE,CHEMBL2149727,Inhibition of SARS-CoV 3CLpro expressed in Escherichia coli BL21 (DE3) using Dabcyl-KNSTLQSGLRKE-Edan as substrate after 60 mins by FRET analysis,B,BAO_0000019,assay format,SARS coronavirus,None,None,None,None,,,,CHEMBL3927,SARS coronavirus 3C-like proteinase,SARS coronavirus,SINGLE PROTEIN,CHEMBL2146458,1,Scientific Literature,Bioorg. Med. Chem.,2012,None,,282.383,4.1053,0,2
CHEMBL459393,FUCODIPHLOROETHOL G,0,498.4,2,3.99,7,Oc1cc(O)c(Oc2cc(O)cc(O)c2Oc2cc(O)cc(O)c2-c2c(O)cc(O)cc2O)c(O)c1,IC50,'=',22500,nM,Inactive,4.65,,,UO_0000065,9.33,0.18,0.66,2.11,FALSE,CHEMBL2395056,Inhibition of C-terminal His6-tagged recombinant SARS coronavirus 3C-like protease trans-cleavage activity expressed in Escherichia coli BL21 (DE3) using Dabcyl-KTSAVLQSGFRKME as substrate after 60 mins by FRET assay,B,BAO_0000019,assay format,SARS coronavirus,None,None,None,None,,,,CHEMBL5118,Replicase polyprotein 1ab,SARS coronavirus,SINGLE PROTEIN,CHEMBL2390950,1,Scientific Literature,Bioorg. Med. Chem.,2013,None,,498.396,3.9942,10,12
CHEMBL460499,CARMOFUR,0,257.26,0,0.81,SAM001246692,CCCCCCNC(=O)n1cc(F)c(=O)[nH]c1=O,IC50,'=',160,nM,Active,6.8,,Dtt Insensitive,UO_0000065,,,,,FALSE,CHEMBL4495583,SARS-CoV-2 3CL-Pro protease inhibition IC50 determined by FRET kind of response from peptide substrate,F,BAO_0000019,assay format,Severe acute respiratory syndrome coronavirus 2,None,None,None,None,,,,CHEMBL4523582,Replicase polyprotein 1ab,Severe acute respiratory syndrome coronavirus 2,SINGLE PROTEIN,CHEMBL4495564,52,SARS-CoV-2 Screening Data 2020-21,,2020,None,,257.265,0.8137,2,4
CHEMBL465704,PROFLAVINE HEMISULFATE,0,516.58,0,2.55,PROFLAVINE HEMISULFATE,Nc1ccc2cc3ccc(N)cc3nc2c1.Nc1ccc2cc3ccc(N)cc3nc2c1.O=S(=O)(O)O,IC50,'=',830,nM,Active,6.08,,Dtt Insensitive,UO_0000065,,,,,FALSE,CHEMBL4495583,SARS-CoV-2 3CL-Pro protease inhibition IC50 determined by FRET kind of response from peptide substrate,F,BAO_0000019,assay format,Severe acute respiratory syndrome coronavirus 2,None,None,None,None,,,,CHEMBL4523582,Replicase polyprotein 1ab,Severe acute respiratory syndrome coronavirus 2,SINGLE PROTEIN,CHEMBL4495564,52,SARS-CoV-2 Screening Data 2020-21,,2020,None,,516.583,4.452,6,8
CHEMBL471187,ECKOL,0,372.29,1,3.61,3,Oc1cc(O)cc(Oc2c(O)cc(O)c3c2Oc2c(O)cc(O)cc2O3)c1,IC50,'=',8800,nM,Intermediate,5.06,,,UO_0000065,13.58,0.26,1.45,3.39,FALSE,CHEMBL2395056,Inhibition of C-terminal His6-tagged recombinant SARS coronavirus 3C-like protease trans-cleavage activity expressed in Escherichia coli BL21 (DE3) using Dabcyl-KTSAVLQSGFRKME as substrate after 60 mins by FRET assay,B,BAO_0000019,assay format,SARS coronavirus,None,None,None,None,,,,CHEMBL5118,Replicase polyprotein 1ab,SARS coronavirus,SINGLE PROTEIN,CHEMBL2390950,1,Scientific Literature,Bioorg. Med. Chem.,2013,None,,372.285,3.6105,6,9
CHEMBL472940,,0,350.46,1,6.2,IPA-3,Oc1ccc2ccccc2c1SSc1c(O)ccc2ccccc12,IC50,'=',510,nM,Active,6.29,,Dtt Insensitive,UO_0000065,,,,,FALSE,CHEMBL4495583,SARS-CoV-2 3CL-Pro protease inhibition IC50 determined by FRET kind of response from peptide substrate,F,BAO_0000019,assay format,Severe acute respiratory syndrome coronavirus 2,None,None,None,None,,,,CHEMBL4523582,Replicase polyprotein 1ab,Severe acute respiratory syndrome coronavirus 2,SINGLE PROTEIN,CHEMBL4495564,52,SARS-CoV-2 Screening Data 2020-21,,2020,None,,350.464,6.2036,2,4
CHEMBL473159,PHLOROGLUCINOL,4,126.11,0,0.8,1,Oc1cc(O)cc(O)c1,IC50,'>',200000,nM,Inactive,,Outside typical range,,UO_0000065,,,,,FALSE,CHEMBL2395056,Inhibition of C-terminal His6-tagged recombinant SARS coronavirus 3C-like protease trans-cleavage activity expressed in Escherichia coli BL21 (DE3) using Dabcyl-KTSAVLQSGFRKME as substrate after 60 mins by FRET assay,B,BAO_0000019,assay format,SARS coronavirus,None,None,None,None,,,,CHEMBL5118,Replicase polyprotein 1ab,SARS coronavirus,SINGLE PROTEIN,CHEMBL2390950,1,Scientific Literature,Bioorg. Med. Chem.,2013,None,,126.111,0.8034,3,3
CHEMBL477197,HEMATOXYLIN,0,302.28,0,1.32,Hematoxylin (Hydroxybrazilin),Oc1cc2c(cc1O)[C@@H]1c3ccc(O)c(O)c3OC[C@]1(O)C2,IC50,'=',220,nM,Active,6.66,,Dtt Insensitive,UO_0000065,,,,,FALSE,CHEMBL4495583,SARS-CoV-2 3CL-Pro protease inhibition IC50 determined by FRET kind of response from peptide substrate,F,BAO_0000019,assay format,Severe acute respiratory syndrome coronavirus 2,None,None,None,None,,,,CHEMBL4523582,Replicase polyprotein 1ab,Severe acute respiratory syndrome coronavirus 2,SINGLE PROTEIN,CHEMBL4495564,52,SARS-CoV-2 Screening Data 2020-21,,2020,None,,302.282,1.3205,5,6
CHEMBL478119,,0,471.72,1,7.98,A38120,CCN1/C(=C\C=C\C2=C/C(=C/c3sc4ccccc4[n+]3CC)CC(C)C2)Sc2ccccc21,IC50,'=',2000,nM,Active,5.7,,,UO_0000065,12.08,0.24,-2.28,80.04,FALSE,CHEMBL965235,Inhibition of SARS Coronavirus 3C-like protease expressed in Escherichia coli,B,BAO_0000019,assay format,SARS coronavirus,None,None,None,None,,,,CHEMBL5118,Replicase polyprotein 1ab,SARS coronavirus,SINGLE PROTEIN,CHEMBL1137639,1,Scientific Literature,Antimicrob. Agents Chemother.,2007,None,,471.715,7.9782,0,3
CHEMBL478987,,0,492.72,0,4.53,A040437,CCN1/C(=C\C=c2/s/c(=C\c3sc4ccccc4[n+]3CC)n(CC)c2=O)Sc2ccccc21,IC50,'=',10000,nM,Inactive,5,,,UO_0000065,10.15,0.21,0.47,17.17,FALSE,CHEMBL965235,Inhibition of SARS Coronavirus 3C-like protease expressed in Escherichia coli,B,BAO_0000019,assay format,SARS coronavirus,None,None,None,None,,,,CHEMBL5118,Replicase polyprotein 1ab,SARS coronavirus,SINGLE PROTEIN,CHEMBL1137639,1,Scientific Literature,Antimicrob. Agents Chemother.,2007,None,,492.715,4.5347,0,6
CHEMBL479172,,0,471.72,1,8.25,A01652,CCC(=C\c1sc2c3ccccc3ccc2[n+]1CC)/C=C1/Sc2cc(C)c(C)cc2N1CC,IC50,'=',5400,nM,Intermediate,5.27,,,UO_0000065,11.17,0.22,-2.98,73.98,FALSE,CHEMBL965235,Inhibition of SARS Coronavirus 3C-like protease expressed in Escherichia coli,B,BAO_0000019,assay format,SARS coronavirus,None,None,None,None,,,,CHEMBL5118,Replicase polyprotein 1ab,SARS coronavirus,SINGLE PROTEIN,CHEMBL1137639,1,Scientific Literature,Antimicrob. Agents Chemother.,2007,None,,471.715,8.24574,0,3
CHEMBL480,LANSOPRAZOLE,4,369.37,0,3.52,LansoprazoleÊ,Cc1c(OCC(F)(F)F)ccnc1C[S+]([O-])c1nc2ccccc2[nH]1,IC50,'=',390,nM,Active,6.41,,Dtt Insensitive,UO_0000065,,,,,FALSE,CHEMBL4495583,SARS-CoV-2 3CL-Pro protease inhibition IC50 determined by FRET kind of response from peptide substrate,F,BAO_0000019,assay format,Severe acute respiratory syndrome coronavirus 2,None,None,None,None,,,,CHEMBL4523582,Replicase polyprotein 1ab,Severe acute respiratory syndrome coronavirus 2,SINGLE PROTEIN,CHEMBL4495564,52,SARS-CoV-2 Screening Data 2020-21,,2020,None,,369.368,3.51522,1,4
CHEMBL484273,,0,296.3,0,-0.16,7j,O=C1Nc2ccc(S(=O)(=O)N3CCOCC3)cc2C1=O,IC50,'=',12660,nM,Inactive,4.9,,,UO_0000065,16.53,0.33,5.06,5.28,FALSE,CHEMBL3102681,Inhibition of GST-tagged SARS coronavirus 3C-like protease by FRET assay,B,BAO_0000019,assay format,SARS coronavirus,None,None,None,None,,,,CHEMBL5118,Replicase polyprotein 1ab,SARS coronavirus,SINGLE PROTEIN,CHEMBL3098093,1,Scientific Literature,Bioorg. Med. Chem.,2014,None,,296.304,-0.1577,1,5
CHEMBL488755,,0,333.39,0,3.13,TAS-103 (dihydrochloride),CN(C)CCNc1nc2cc(O)ccc2c2c1C(=O)c1ccccc1-2,IC50,'=',2990,nM,Active,5.52,,Dtt Insensitive,UO_0000065,,,,,FALSE,CHEMBL4495583,SARS-CoV-2 3CL-Pro protease inhibition IC50 determined by FRET kind of response from peptide substrate,F,BAO_0000019,assay format,Severe acute respiratory syndrome coronavirus 2,None,None,None,None,,,,CHEMBL4523582,Replicase polyprotein 1ab,Severe acute respiratory syndrome coronavirus 2,SINGLE PROTEIN,CHEMBL4495564,52,SARS-CoV-2 Screening Data 2020-21,,2020,None,,333.391,3.1253,2,5
CHEMBL492571,,0,297.31,0,3.01,7,O=C(O)/C(O)=C/C(=O)c1cccc(NCc2ccccc2)c1,IC50,'>',50000,nM,Inactive,,,,UO_0000065,,,,,FALSE,CHEMBL964112,Inhibition of ATPase activity of SCV helicase assessed as phosphate release by colorimetric assay,B,BAO_0000357,single protein format,SARS coronavirus,None,None,None,None,,,,CHEMBL5118,Replicase polyprotein 1ab,SARS coronavirus,SINGLE PROTEIN,CHEMBL1153308,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2009,None,,297.31,3.0079,3,4
CHEMBL492768,,0,298.29,0,2.97,1,O=C(O)/C(O)=C/C(=O)c1ccc(OCc2ccccc2)cc1,IC50,'=',39900,nM,Inactive,4.4,,,UO_0000065,14.75,0.27,1.43,5.25,FALSE,CHEMBL964113,Inhibition of SCV helicase assessed as duplex-DNA unwinding by FRET based assay,B,BAO_0000357,single protein format,SARS coronavirus,None,None,None,None,,,,CHEMBL5118,Replicase polyprotein 1ab,SARS coronavirus,SINGLE PROTEIN,CHEMBL1153308,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2009,None,,298.294,2.9748,2,4
CHEMBL492769,,0,332.74,0,3.63,2,O=C(O)/C(O)=C/C(=O)c1ccc(OCc2ccc(Cl)cc2)cc1,IC50,'>',50000,nM,Inactive,,,,UO_0000065,,,,,FALSE,CHEMBL964113,Inhibition of SCV helicase assessed as duplex-DNA unwinding by FRET based assay,B,BAO_0000357,single protein format,SARS coronavirus,None,None,None,None,,,,CHEMBL5118,Replicase polyprotein 1ab,SARS coronavirus,SINGLE PROTEIN,CHEMBL1153308,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2009,None,,332.739,3.6282,2,4
CHEMBL492770,,0,298.29,0,2.97,3,O=C(O)/C(O)=C/C(=O)c1cccc(OCc2ccccc2)c1,IC50,'>',50000,nM,Inactive,,,,UO_0000065,,,,,FALSE,CHEMBL964112,Inhibition of ATPase activity of SCV helicase assessed as phosphate release by colorimetric assay,B,BAO_0000357,single protein format,SARS coronavirus,None,None,None,None,,,,CHEMBL5118,Replicase polyprotein 1ab,SARS coronavirus,SINGLE PROTEIN,CHEMBL1153308,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2009,None,,298.294,2.9748,2,4
CHEMBL492771,,0,332.74,0,3.63,4,O=C(O)/C(O)=C/C(=O)c1cccc(OCc2ccc(Cl)cc2)c1,IC50,'=',13600,nM,Inactive,4.87,,,UO_0000065,14.63,0.29,1.24,5.81,FALSE,CHEMBL964113,Inhibition of SCV helicase assessed as duplex-DNA unwinding by FRET based assay,B,BAO_0000357,single protein format,SARS coronavirus,None,None,None,None,,,,CHEMBL5118,Replicase polyprotein 1ab,SARS coronavirus,SINGLE PROTEIN,CHEMBL1153308,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2009,None,,332.739,3.6282,2,4
CHEMBL492772,,0,332.74,0,3.63,6,O=C(O)/C(O)=C/C(=O)c1ccccc1OCc1ccc(Cl)cc1,IC50,'=',28700,nM,Inactive,4.54,,,UO_0000065,13.65,0.27,0.91,5.42,FALSE,CHEMBL964113,Inhibition of SCV helicase assessed as duplex-DNA unwinding by FRET based assay,B,BAO_0000357,single protein format,SARS coronavirus,None,None,None,None,,,,CHEMBL5118,Replicase polyprotein 1ab,SARS coronavirus,SINGLE PROTEIN,CHEMBL1153308,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2009,None,,332.739,3.6282,2,4
CHEMBL499444,,0,298.29,0,2.97,5,O=C(O)/C(O)=C/C(=O)c1ccccc1OCc1ccccc1,IC50,'>',50000,nM,Inactive,,,,UO_0000065,,,,,FALSE,CHEMBL964113,Inhibition of SCV helicase assessed as duplex-DNA unwinding by FRET based assay,B,BAO_0000357,single protein format,SARS coronavirus,None,None,None,None,,,,CHEMBL5118,Replicase polyprotein 1ab,SARS coronavirus,SINGLE PROTEIN,CHEMBL1153308,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2009,None,,298.294,2.9748,2,4
CHEMBL50,QUERCETIN,3,302.24,0,1.99,Quercetin,O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,IC50,'=',23800,nM,Inactive,4.62,,,UO_0000065,15.3,0.29,2.63,3.52,FALSE,CHEMBL1286522,Inhibition of SARS coronavirus 3C-like protease after 60 mins by FRET assay,B,BAO_0000019,assay format,SARS coronavirus,None,None,None,None,,,,CHEMBL5118,Replicase polyprotein 1ab,SARS coronavirus,SINGLE PROTEIN,CHEMBL1275337,1,Scientific Literature,Bioorg. Med. Chem.,2010,None,,302.238,1.988,5,7
